objectid,title,artist,date,description,building,floorroom,location,formatoriginal,dimensions,type,format,value,donor,condition,number,old_objectid,filename,Missing?,display_template,object_location,image_small,image_thumb
campusart129,Les Trois Bonnes,Leheutre,1900s,Print showing a view of buildings along a city street printed in black ink on cream paper.,Student Union,Student Accounts Vault,Student Union Student Accounts Vault,print/etching,"9"" x 11""",image;stillimage,image/jpg,"1,200-1,800 appraised by Ray Esparsen 10/10/98",Carnegie print collection to Art Dept.,very good,199,189338,189338.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189338.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189338_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189338_th.jpg
campusart130,Nell Gwynn,E. Scriven,1822,Print portrait of a woman in a dress standing in front of a low wall printed in black in on cream paper.,Student Union,Student Accounts Vault,Student Union Student Accounts Vault,print/engraving,"13.25"" x 9.75""",image;stillimage,image/jpg,"1,200-1,500 appraised by Ray Esparsen 10/10/98",Carnegie print collection to Art Dept.,good,198,189339,189339.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189339.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189339_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189339_th.jpg
campusart131,Donne Castle,Tom Maxwell,,Print showing a view of a castle surrounded by trees from across a lake made in black ink on cream paper.,Student Union,Student Accounts Vault,Student Union Student Accounts Vault,print/drypoint,"12"" x 16.5""",image;stillimage,image/jpg,300-600 appraised by Ray Esparsen 10/10/98,Carnegie print collection to Art Dept.,good - paper yellowed,197,189340,189340.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189340.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189340_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189340_th.jpg
campusart132,The Smiths Yard,Whistler,1800s,Print of two people and two horses in a blacksmith's yard printed in black ink on cream paper.,Student Union,Student Accounts Vault,Student Union Student Accounts Vault,print/lithograph,"11.5"" x 8.25""",image;stillimage,image/jpg,"800-1,900 appraised by Ray Esparsen 10/10/98",Carnegie print collection to Art Dept.,very good,154,189341,189341.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189341.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189341_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189341_th.jpg
campusart133,Le Satyr chez les Paysans,Dietricy (Dietrici),1739,Print showing a family of three adults and two children in a kitchen looking at a satyr printed in black ink on cream paper.,Student Union,Student Accounts Vault,Student Union Student Accounts Vault,print/etching,"11"" x 14.5""",image;stillimage,image/jpg,"1,900-2,800 appraised by Ray Esparsen 10/10/98",Carnegie print collection to Art Dept.,very good,142,189342,189342.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189342.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189342_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189342_th.jpg
campusart134,The Rustic Wreath,G.H. Phillips,,Print showing a woman in a pastoral setting looking down at a dog and a cherub printed in black ink on cream paper.,Student Union,Student Accounts Vault,Student Union Student Accounts Vault,print/mezzotint,"17.5"" x 13""",image;stillimage,image/jpg,400-800 appraised by Ray Esparsen 10/10/98,Carnegie print collection to Art Dept.,"good-some spots along right side, under matt",33,189343,189343.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189343.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189343_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189343_th.jpg
campusart135,The Little Putney,Whistler,,Print showing the little Putney bridge and a stone building printed in dark ink on cream colored paper.,Student Union,Student Accounts Vault,Student Union Student Accounts Vault,print/etching,"8"" x 10""",image;stillimage,image/jpg,"1,200-2,000 appraised by Ray Esparsen 10/10/98",Carnegie print collection to Art Dept.,good condition,207,189344,189344.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189344.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189344_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189344_th.jpg
campusart136,Robert A. Hoover,Unknown,1996,"Black and white portrait photograph of Robert A. Hoover, president of the University of Idaho 1996-2003. Displayed under glass in a wooden frame.",Admin,Main Corridor,Admin Main Corridor,b&w photo,"28"" x 34""",image;stillimage,image/jpg,,UI Photo Center,good,452,189356,189356.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189356.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189356_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189356_th.jpg
campusart137,Mervin Neale and Former Pres. James MacLean,Unknown,,"Black and white photograph of Mervin Neale and James MacLean, University of Idaho President 1900-1913, together on wooden stadium seating. Displayed under glass in a wooden frame.",Admin,Main Corridor,Admin Main Corridor,b&w photo,"20"" x 34""",image;stillimage,image/jpg,,UI Library Historical Photo Collection,good,453,189357,189357.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189357.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189357_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189357_th.jpg
campusart138,Untitled by Marie Whitesel,Marie Whitesel,,Painting showing firebrush in grassy landscape with dark trees in the background.,Prichard Gallery,,Prichard Gallery,watercolor,"22.5"" x 29"" framed",image;stillimage,image/jpg,,,,627,189358,189358.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189358.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189358_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189358_th.jpg
campusart139,Trapper's cabin,Marie Whitesel,1969,"Painting showing a cabin on the bank of a river near a ladder ascending a pint tree, a forested slope rises above the river in the background. Displayed using a light green matte in a thin green wood frame.",Admin,rm 211B,Admin rm 211B,watercolor,"20.5"" x 27.25"" framed, 13"" x 20"" image",image;stillimage,image/jpg,500,Marie Whitesel,some paper buckling,160,189360,189360.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189360.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189360_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189360_th.jpg
campusart140,Up the Northfork,Marie Whitesel,1971,Painting showing a river flowing through a forested landscape with autumnal and evergreen trees with a mountain in the background. Displayed using a light brown matte in a weathered wooden frame.,Admin,rm 209C,Admin rm 209C,watercolor,"26"" x 33"" framed, 26.25"" x 18.5"" image",image;stillimage,image/jpg,500,Marie Whitesel,good,163,189365,189365.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189365.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189365_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189365_th.jpg
campusart141,(saloon),Alfred C. Dunn,,Painting showing wooden buildings along a dirt road with trees in the distance. Displayed using an olive green matte in a dark wood frame.,Admin,President's office rm 105F,Admin President's office rm 105F,watercolor,"17.5"" x 22"" image",image;stillimage,image/jpg,,,painting has slipped 1/2 inch from its mounting,181,189366,189366.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189366.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189366_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189366_th.jpg
campusart142,Mantle clock [1],Bulova,,"Ornate clock made from metal, wood and glass. An inscription on the clock face reads ""University of Idaho.""",Alumni Center,lounge,Alumni Center lounge,clock,"14"" x 12"" x 6""",image;stillimage,image/jpg,,,good,543,189368,189368.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189368.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189368_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189368_th.jpg
campusart143,Hat rack,not established,,Hat rack with ten hooks and a mirrored plate mounted to the wooden board.,Alumni Center,office G03,Alumni Center office G03,"wood,iron","13.25"" x 51""",image;stillimage,image/jpg,120,,"some scuffing,tarnished hardware",153,189369_OLD_TAG_099950,189369_OLD_TAG_099950.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189369_OLD_TAG_099950.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189369_old_tag_099950_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189369_old_tag_099950_th.jpg
campusart144,Oyama doll,,,"Japanese Oyama doll dressed in a red kimono with an ornate hair pin. Rough dimensions are 17.5""x12""x9.5""",Admin,President's office,Admin President's office,doll,"12.5"" tall",image;stillimage,image/jpg,,,good,174,189371,189371.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189371.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189371_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189371_th.jpg
campusart145,"[wool, silver, jasper,wood]",,1965,"Medallion made from wool, silver, jasper, and wood.",Admin,President's office,Admin President's office,medallion,"7"" x 14"" x 3.75""",image;stillimage,image/jpg,,,,176,189372,189372.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189372.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189372_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189372_th.jpg
campusart146,Moscow reflection,Kirk Lybecker,1988,"Painting showing the main street of Moscow, Idaho, reflected in a storefront window. Displayed using a cream matte in a thin wooden frame.",Admin,President's office,Admin President's office,watercolor,"21"" x 29""",image;stillimage,image/jpg,,Kirk Lybecker,good,177,189373,189373.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189373.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189373_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189373_th.jpg
campusart147,View from the president's house,S. Congleton,1989,"Painting showing a verdant landscape beneath a blue sky with red brick buildings, town buildings, and mountains in the background. Displayed using a decorative wood frame.",Admin,President's office,Admin President's office,acrylic on canvas,"64"" x 50""",image;stillimage,image/jpg,,,good,178,189374,189374.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189374.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189374_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189374_th.jpg
campusart148,(river),Alfred C. Dunn,,Painting showing a river running through a landscape of trees and dry hills. Displayed using an olive green matte in a dark wood frame.,Admin,President's office rm 005C,Admin President's office rm 005C,watercolor,"17.5"" x 22"" image",image;stillimage,image/jpg,,,good,180,189375,189375.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189375.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189375_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189375_th.jpg
campusart149,(library scene spring),Lee Seman,1994,Painting showing students walking outside the University of Idaho Library with the Memorial Gymnasium in the background. Displayed using a cream matte in a brown wooden frame.,Admin,President's office,Admin President's office,watercolor,"13"" x 19""",image;stillimage,image/jpg,,,good,183,189376,189376.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189376.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189376_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189376_th.jpg
campusart150,(library scene winter),Lee Seman,1993,Painting showing students walking outside the University of Idaho Library in a snow covered landscape with the Memorial Gymnasium in the background. Displayed using a cream matte in a grey wooden frame.,Admin,President's office,Admin President's office,watercolor,"13"" x 18""",image;stillimage,image/jpg,,,good,182,189378,189378.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189378.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189378_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189378_th.jpg
campusart151,UI administration building,J.N. Howard,,Graphite drawing showing the University of Idaho Administration building surrounded by trees from across a field. Displayed using a gray trimmed pale green matte in a silver metal frame.,Alumni Center,office G04,Alumni Center office G04,graphite,"15.25"" x 23.75"" framed",image;stillimage,image/jpg,,,good,32,189379,189379.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189379.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189379_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189379_th.jpg
campusart152,Administration Building,not established,,Painting showing the facade of the University of Idaho Administration building. Displayed using a red trimmed cream matte in a gilt dark wood frame.,Alumni Center,office  G01,Alumni Center office  G01,"watercolor, ink","20"" x 24"" framed",image;stillimage,image/jpg,,,good,151,189381,189381.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189381.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189381_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189381_th.jpg
campusart153,Sitting Vandal,Enabnit,,Painting depicting a yellow clad figure wearing a winged helm sitting in a cushioned throne. Displayed in a thin wooden frame.,Alumni Center,lounge,Alumni Center lounge,print,"23"" x 17.25"" framed",image;stillimage,image/jpg,,,good,150,189382,189382.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189382.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189382_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189382_th.jpg
campusart154,Lake scene,Marie Whitesel,,Painting showing thin trees and reeds at the shore of a lake. Displayed using a blue matte in a thin wooden frame.,Alumni Center,lounge,Alumni Center lounge,watercolor,"28"" x 20.5"" framed",image;stillimage,image/jpg,,,good,148,189383,189383.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189383.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189383_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189383_th.jpg
campusart155,Untitled by Alfred C. Dunn [1],Alfred C. Dunn,,Painting showing a landscape of steep hills above a river spanned by a bridge. Displayed with a tan matte in a cream frame.,Brink,faculty lounge rm G03,Brink faculty lounge rm G03,watercolor,"20.5"" x 28"" framed",image;stillimage,image/jpg,,,good,165,189384,189384.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189384.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189384_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189384_th.jpg
campusart156,(aspen trees),D. Schell,,Painting showing a stand of golden0leafed aspen trees in a forest. Displayed using a green matte in a wooden frame.,Brink,faculty lounge rm G03,Brink faculty lounge rm G03,watercolor,"17.25"" x 13.25""",image;stillimage,image/jpg,,,good,169,189385,189385.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189385.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189385_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189385_th.jpg
campusart157,(barn door),D. Schell,,Painting showing doors in a rough wooden wall. Displayed using a cream matte in a wooden frame,Brink,faculty lounge rm G03,Brink faculty lounge rm G03,watercolor,"18.5"" x 12.5""",image;stillimage,image/jpg,,,good,168,189386,189386.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189386.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189386_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189386_th.jpg
campusart158,(old house),K. Montgomery,,Painting showing a wood-sided homestead near a forest. Displayed using a tan-trimmed grey matte in a wooden frame.,Brink,faculty lounge rm G03,Brink faculty lounge rm G03,watercolor,"19"" x 11.5""",image;stillimage,image/jpg,,,,167,189387,189387.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189387.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189387_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189387_th.jpg
campusart159,(trees),K. Montgomery,,Painting depicting three winding tree trunks growing from mossy ground. Displayed using a grey-trimmed brown matte in a wooden frame.,Brink,faculty lounge rm G03,Brink faculty lounge rm G03,watercolor,"15.5"" x 21""",image;stillimage,image/jpg,,,good,166,189388,189388.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189388.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189388_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189388_th.jpg
campusart160,Untitled by Steven Tse,Steven Tse,1966,"Abstract painting using grey, black, yellow, red, and orange lines. Displayed in a  wooden frame.",College of A and A Deans Office,rm 202,College of A and A Dean's Office rm 202,painting,"41"" x 31"" wood frame",image;stillimage,image/jpg,,,good,443,189389,189389.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189389.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189389_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189389_th.jpg
campusart161,Bunker Hill,Marie Whitesel,,Painting showing an industrial facility in a hilly landscape. Displayed using a dark blue trimmed grey matte in a silver metal frame.,College of Science,Dean's office rm 321,College of Science Dean's office rm 321,watercolor,"28.25"" x 35.25"" framed",image;stillimage,image/jpg,,Marie Whitesel,"recently framed, some buckling of the paper",104,189390,189390.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189390.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189390_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189390_th.jpg
campusart162,Dr. Boyd A. Martin,Audrey Barr,1996,Portrait painting of Dr. Boyd A. Martin displayed in a dark wooden frame.,Admin-Martin Institute,rm 338A,Admin-Martin Institute rm 338A,oil painting,"29"" x 23""",image;stillimage,image/jpg,,Audry Barr,good,539,189393,189393.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189393.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189393_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189393_th.jpg
campusart163,Peace and Justice,Haden Kimbrell,1992,"Hand woven wool image showing a circle containing people holding hands and a line forming the words ""Peace"" and ""Justice"" with a label reading ""Martin Peace Institute.""",Admin-Martin Institute,rm 338,Admin-Martin Institute rm 338,hand woven wool,"59"" x 31.5""",image;stillimage,image/jpg,,Haden and Dorothy Kimbrell,good,538,189394,189394.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189394.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189394_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189394_th.jpg
campusart164,Grandfather clock,not established,,"Grandfather clock made from wood, glass, and metal.",Alumni Center,office G01,Alumni Center office G01,clock,"80"" x 16.5"" x 11""",image;stillimage,image/jpg,750,,scuff marks on lower base area,99,189395_OLD_TAG_099951,189395_OLD_TAG_099951.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189395_OLD_TAG_099951.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189395_old_tag_099951_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189395_old_tag_099951_th.jpg
campusart165,Separation,Sally Machlis,1990,"Painted made using mixed media showing a pair of scissors and a spool of thread on a background of gree, blue and yellow. Displayed using a cream matte in a light wood frame.",Admin-Martin Institute,rm 338,Admin-Martin Institute rm 338,mixed media painting,"35"" x 27""",image;stillimage,image/jpg,,Liz and Dwight Madison,good,106,189396,189396.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189396.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189396_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189396_th.jpg
campusart166,Bust of William Edgar Borah by L. Devalentin,L. Devalentin,1927,Bronze bust of  William Edgar Borah displayed on a wooden pedestal.,Admin-Martin Institute,rm 338D,Admin-Martin Institute rm 338D,bronze,"21"" x 15"" x 12""",image;stillimage,image/jpg,,,good,105,189397,189397.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189397.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189397_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189397_th.jpg
campusart167,Woman by Genevra Sloan,George Roberts,,Sculpture of a feminine figure made from welded and brazed steel displayed on a  brick platform.,PEB,womens' gym main,PEB womens' gym main,sculpture,"66"" x 46"" x 27.5""",image;stillimage,image/jpg,,George Roberts,"dust, rust patina",245,189398,189398.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189398.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189398_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189398_th.jpg
campusart168,Mountain Storm,C. Wynn Chamberlain,,Painting showing a landscape of rolling hills and fields with red barns and large mountains in the background.,Landscape Architecture,Interior Design bldg rm 204,Landscape Architecture Interior Design bldg rm 204,painting,"41"" x 35.5"" framed",image;stillimage,image/jpg,,,good,439,189417,189417.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189417.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189417_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189417_th.jpg
campusart169,Spirit of Justice,George Roberts,1958,Sculpture showing a bird with outstretched wings grasping a ribbons with its talons. Created using welded and brazed steel and displayed with an inscription plaque.,Law Building,main lobby,Law Building main lobby,sculpture,"47"" x 88"" x 15""",image;stillimage,image/jpg,,R.S. Campbell and class of 1958,"dust, rust patina",246,189420,189420.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189420.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189420_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189420_th.jpg
campusart170,Sherman Bellwood,Lonnie Collins,,Drawn portrait of Sherman Bellwood using graphite on paper. Displayed under glass with a white matte in an ornate frame.,Law Building,Department office,Law Building Department office,graphite on paper,"24.5"" x 29""",image;stillimage,image/jpg,,,good,268,189421,189421.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189421.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189421_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189421_th.jpg
campusart171,Albert Menard,Unknown,,Portrait color photograph of Albert Menard. Displayed under glass in a wooden frame with a plaque.,Law Building,Department office,Law Building Department office,photograph,"17"" x 21""",image;stillimage,image/jpg,,,good,269,189422,189422.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189422.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189422_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189422_th.jpg
campusart172,William H. Clagett,Unknown,,Painted color portrait of William H. Clagett displayed in an ornate gilt frame.,Law Building,Law Library,Law Building Law Library,painting,"approx 28"" x 36""",image;stillimage,image/jpg,,,good,296,189423,189423.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189423.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189423_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189423_th.jpg
campusart173,Carolyn Folz,Unknown,,Painted color portrait of Law Librarian Carolyn Folz displayed in an ornate gilt frame.,Law Building,Law Library,Law Building Law Library,painting,"approx. 36"" x 42""",image;stillimage,image/jpg,,,good,295,189424,189424.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189424.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189424_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189424_th.jpg
campusart174,Cabinet/Secretary,not established,,"Ornate wooden writing desk with drawers and an attached cabinet. ""590 BM"" is stencilled on the back.",Alumni Center,lounge,Alumni Center lounge,furniture,"80"" x 30"" x 15""",image;stillimage,image/jpg,320,,"scratches on doors,trim, and feet",97,189425_OLD_TAG_053337,189425_OLD_TAG_053337.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189425_OLD_TAG_053337.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189425_old_tag_053337_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189425_old_tag_053337_th.jpg
campusart175,[depicts Vietnamese market scene],Storey,1971,Painting depicting a Vietnamese market scene with three people and crates of produce.,Library,rm 402H,Library rm 402H,acrylic on masonite,"29.5"" x 33""",image;stillimage,image/jpg,,Unknown,good,3,189431_OLD_TAG_112502,189431_OLD_TAG_112502.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189431_OLD_TAG_112502.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189431_old_tag_112502_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189431_old_tag_112502_th.jpg
campusart176,School Crossing,Alfred C. Dunn,1949,"Painting showing children crossing a town street with a church, autumnal trees and rolling hills in the background.",Library,rm 402,Library rm 402,watercolor,"14"" x 20"" light wood frame",image;stillimage,image/jpg,"1,000",Ford Motor Company,good,18,189440_OLD_TAGS_137947_AND_172430,189440_OLD_TAGS_137947_AND_172430.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189440_OLD_TAGS_137947_AND_172430.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189440_old_tags_137947_and_172430_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189440_old_tags_137947_and_172430_th.jpg
campusart177,[depicts smoke stack],R. Jensen,1940,Painting depicting a white house next to a red factory with a tall white smokestack in from of a landscape of hills and mountains.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,oil on canvas,"26"" x 22""",image;stillimage,image/jpg,,,fair,4,189450,189450.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189450.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189450_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189450_th.jpg
campusart178,Untitled by Unknown [1],Unknown,,Two fish shaped sculptures made from cast concrete standing side by side on concrete bases.,Outdoor,Art and Architecture patio,Outdoor Art and Architecture patio,concrete,"111"" x 92"" x 54""",image;stillimage,image/jpg,,,"moss, scrapes,chips, gray patina",241,189541,189541.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189541.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189541_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189541_th.jpg
campusart179,The Return,Joe Numbers,,Sculpture of a three pronged shape rising out of the ground made from welded and brazed steel.,Outdoor,swim center lawn,Outdoor swim center lawn,sculpture steel,"84"" x 186"" x 39""",image;stillimage,image/jpg,,,"rust,patina, scuffs and scrapes",242,189542,189542.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189542.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189542_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189542_th.jpg
campusart180,Soldier,Not established,1899,Statue of a bronze soldier holding a rifle standing on granite and concrete base.,Outdoor,Admin lawn,Outdoor Admin lawn,sculpture,"172"" x 60"" x 60"" w/base",image;stillimage,image/jpg,,,"gun,hands ,moss,scuffs,patina, hands replaced",244,189543,189543.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189543.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189543_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189543_th.jpg
