objectid,title,artist,date,description,building,floorroom,location,formatoriginal,dimensions,type,format,value,donor,condition,number,old_objectid,filename,Missing?,display_template,object_location,image_small,image_thumb
campusart181,"[German face,key in back,#9 inscription,pencil marks]",,,"Mantle clock made from metal and wood with a German face, key in back, #9 inscription, and pencil marks.",Admin,President's office,Admin President's office,mantle clock,"17"" x 11"" x 7.25""",image;stillimage,image/jpg,,,cleaned by Ron Meldrum5/22/90,170,189545_OLD_TAG_030026,189545_OLD_TAG_030026.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189545_OLD_TAG_030026.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189545_old_tag_030026_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189545_old_tag_030026_th.jpg
campusart182,Portrait de Femme,Jean Raoux,1728,Painting showing an actress in costume. Displayed in a decorative frame.,Lab Anthropology,Letters Arts and Soc Sci Annex rm 101,Lab Anthropology Letters Arts and Soc Sci Annex rm 101,oil on canvas,"56"" x 45"" framed",image;stillimage,image/jpg,"10,000",Timothy Driscoll,"cracking and crazing in paint,frame damage",164,189546_OLD_TAG_805118,189546_OLD_TAG_805118.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189546_OLD_TAG_805118.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189546_old_tag_805118_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189546_old_tag_805118_th.jpg
campusart183,Untitled by Unknown [2],Unknown,,Painting showing people working together in the water underneath a blue sky.,Prichard Gallery,,Prichard Gallery,painting,"20"" x 16""",image;stillimage,image/jpg,,,good,446,189548_OLD_TAG_112532,189548_OLD_TAG_112532.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189548_OLD_TAG_112532.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189548_old_tag_112532_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189548_old_tag_112532_th.jpg
campusart184,Theodore Jan Prichard,Unknown,1967,Black and white portrait photograph of Theodore Jan Prichard. Displayed with a small plaque in and ornate black and gold frame.,Prichard Gallery,,Prichard Gallery,photograph,"22"" x 27""",image;stillimage,image/jpg,,Francis J. Currie Prichard,good,445,189549,189549.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189549.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189549_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189549_th.jpg
campusart185,Idaho in Seattle,Mark Lash and Jim Binde,1990,Silkscreen print showing a blue Idaho surrounded by buildings in Seattle. Displayed under plexiglass using a cream matte in a wooden frame.,Prichard Gallery,,Prichard Gallery,silkscreen,"27"" x 37""",image;stillimage,image/jpg,,,good,444,189550,189550.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189550.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189550_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189550_th.jpg
campusart186,Untitled by Ted Prichard [1],Ted Prichard,1935,Painting showing a farmstead surrounded by trees and green fields with a dark mountain in the background. Displayed using a dark blue matte in a blue/gray wooden frame.,Human Resources,Front desk,Human Resources Front desk,watercolor,"22"" x 25.25""",image;stillimage,image/jpg,300,Clifford Robertson,surface dust,91,189551,189551.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189551.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189551_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189551_th.jpg
campusart187,"[refinished, with new clock works, original face]",,,"Wall mounted pendulum clock made from glass, metal and wood. The clock has been refinished using new clock works but the original clock face.",Admin,President's office,Admin President's office,wall clock,"50"" x 18"" x 7""",image;stillimage,image/jpg,,,good,172,189552,189552.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189552.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189552_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189552_th.jpg
campusart188,Skye,Deutchman,,Painting made using acrylic and oil paints showing black and white rolling shapes on a field of blue and grey.,Prichard Gallery,,Prichard Gallery,acrylic and oil on paper,"17.75"" x 15.5""",image;stillimage,image/jpg,,,fair,441,189554,189554.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189554.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189554_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189554_th.jpg
campusart189,A Few Sketches from the U of I,Frank G. Price,1920,Sketches of four buildings and a monument on the university of Idaho campus. Displayed under glass in an ornate frame.,Prichard Gallery,,Prichard Gallery,pen and ink,"23"" x 18""",image;stillimage,image/jpg,,Carol Samm Redmond,good,442,189555,189555.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189555.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189555_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189555_th.jpg
campusart190,[whimsical kite flying scene],Greg Henderson,,"Painting showing two people flying a above a colorful landscape of trees, fields and mountains beneath a sky of red clouds.",General Counsel,rm 127,General Counsel rm 127,oil on canvas,"42.5"" x 36.5""",image;stillimage,image/jpg,,,,27,189556,189556.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189556.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189556_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189556_th.jpg
campusart191,Montana Landscape,Jerry Rankin,,Collograph showing an abstract interpretation of the Monata landscape. Displayed using a buff matte in a black metal frame. Labeled as print #48 of 60.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,collograph,"24.25"" x 31.25""",image;stillimage,image/jpg,,,good,68,189557,189557.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189557.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189557_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189557_th.jpg
campusart192,University mace,Roy Goodner/Edmund Chavez,1996,"Wooden mace made from walnut decorated with silver, gold, opals, and garnets designed by Edmund Chavez.",Admin,President's office,Admin President's office,"walnut,opals, garnets, silver, gold","approx. 36"" long, 17 lbs",image;stillimage,image/jpg,,,,173,189558,189558.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189558.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189558_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189558_th.jpg
campusart193,Ernest W. Hartung,Unknown,,Black and white photograph of Ernest W Hartung giving a speech outdoors. Displayed under glass in a wooden frame.,Admin,Main Corridor,Admin Main Corridor,b&w photo,"24"" x 36""",image;stillimage,image/jpg,,UI Library Historical Photo Collection,good,451,189560,189560.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189560.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189560_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189560_th.jpg
campusart194,The Quest,Salvador Dali,1981,"Aquatint etching of a human figure riding a horse tilting at a figure made from swirling dust. Listed as #298 of 300, stored in a cardboard tube, total edition 695.",Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,aquatint etching,"30"" x 22"" paper, 15.5""x 17.5"" plate",image;stillimage,image/jpg,,Richard M. Siebold,,37,189562,189562.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189562.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189562_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189562_th.jpg
campusart195,Eight Bells,Winslow Homer,1865,Print of two men in raincoats and hats navigating using a sextant.,Prichard Gallery,,Prichard Gallery,print/etching,"19"" x 24.5""",image;stillimage,image/jpg,"1,800-2,800 appraised by Ray Esparsen 10/10/98",Carnegie print collection,,461,189563,189563.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189563.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189563_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189563_th.jpg
campusart196,Lazlo and the Vibrating light Box,Richard Higgs,1983,"Collage made from different patterned and colored materials making squares, lines, curves, and circles.",Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,collage,"40"" x 32""",image;stillimage,image/jpg,,Richard Higgs,,28,189565,189565.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189565.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189565_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189565_th.jpg
campusart197,Beaker style Glass Vase (small),Roman,,Glass vase made to resemble a small beaker style flask.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,glass,"6.5"" tall x 3"" across",image;stillimage,image/jpg,,Paul J. Sacks 1932,,85,189566,189566.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189566.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189566_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189566_th.jpg
campusart198,Glass Plate,Roman,,Glass plate covered with dirt and debris.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,glass,"1"" tall x 6.5"" diameter",image;stillimage,image/jpg,,Paul J. Sacks 1932,,86,189567,189567.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189567.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189567_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189567_th.jpg
campusart199,[wall sculpture],,,Polychrome and wood wall sculpture consisting of a decorated backplate with a perpendicular plane covered in nails.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,"sculpture, polychromed wood","approx. 26"" x 21""x 17""",image;stillimage,image/jpg,,,broken and missing green spikes,71,189568,189568.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189568.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189568_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189568_th.jpg
campusart200,Chicken,Roman,,Terracotta sculpture depicting a chicken.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,terra cotta,"2.25"" tall x 2.75"" long x 1.25"" thick",image;stillimage,image/jpg,,Paul J. Sacks 1932,,81,189569,189569.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189569.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189569_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189569_th.jpg
campusart201,Button,Roman,,Bronze clothing button covered in dark patina.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,bronze,"1.75"" long x 1.25"" wide",image;stillimage,image/jpg,,Paul J. Sacks 1932,,77,189570,189570.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189570.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189570_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189570_th.jpg
campusart202,Drinking Glass,Roman,,Glass drinking cup.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,glass,"3.5"" tall x 3.5"" diameter",image;stillimage,image/jpg,,Paul J. Sacks 1932,,78,189571,189571.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189571.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189571_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189571_th.jpg
campusart203,Horse,Roman,,Terracotta sculpture depicting a horse.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,terra cotta,"5"" x 4"" x 1.75""",image;stillimage,image/jpg,,Paul J. Sacks 1932,,80,189572,189572.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189572.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189572_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189572_th.jpg
campusart204,Small Pot,Roman,,Unglazed terracotta pot with a small handle.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,terra cotta,"3"" tall x 4"" widest point x 3.5"" diameter",image;stillimage,image/jpg,,Paul J. Sacks 1932,,82,189573,189573.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189573.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189573_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189573_th.jpg
campusart205,Beaker style glass Vase,Roman,,Glass vase made to resemble a beaker style flask.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,glass,"8"" tall x 5"" diameter",image;stillimage,image/jpg,,Paul J. Sacks 1932,,83,189574,189574.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189574.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189574_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189574_th.jpg
campusart206,Small lamp,Roman,,Terracotta lamp with a broken spout from a hollow central chamber.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,terra cotta,"1.5"" tall x 4"" largest diameter x 3"" smaller diame",image;stillimage,image/jpg,,Paul J. Sacks 1932,,84,189575,189575.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189575.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189575_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189575_th.jpg
campusart207,Figure of a Woman,Roman,,Terracotta sculpture of a human figure wearing robes and carrying an object in one arm.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,terra cotta,"6"" x 2.25"" x 1.75""",image;stillimage,image/jpg,,Paul J. Sacks 1932,,79,189576,189576.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189576.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189576_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189576_th.jpg
campusart208,Untitled by Dale Chihuly,Dale Chihuly,1997,Abstract painting showing two rough orange circles surrounding points of color on a purple background.,College of A and A Dean's Office,rm 202A,College of A and A Dean's Office rm 202A,painting/drawing on paper,"40"" x 60""",image;stillimage,image/jpg,"5,000",Dale Chihuly,very good,449,189578,189578.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189578.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189578_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189578_th.jpg
campusart209,Touche Boucher,Mel Ramos,1974,Collotype print showing a nude woman reclining on a bed next to a monkey in front of a woman holding a bouquet of yellow and white flowers. Stored in archival portfolio.,Prichard Gallery,Storage room,Prichard Gallery Storage room,collotype print,"20"" x 26.5""",image;stillimage,image/jpg,"1,200-2,500 appraised by Ray Esparsen 10/10/98",Purchased by Art department,good,264,189579,189579.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189579.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189579_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189579_th.jpg
campusart210,Manet's Olympia,Mel Ramos,1974,Collotype print showing a nude woman reclining on a Navajo pattern rug on a red couch. Stored in archival portfolio.,Prichard Gallery,Storage room,Prichard Gallery Storage room,collotype print,"20"" x 26.5""",image;stillimage,image/jpg,"1,200-2,500 appraised by Ray Esparsen 10/10/98",Purchased by Art department,good,266,189580,189580.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/189580.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/189580_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/189580_th.jpg
